Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0.001643594610861614,-0.9426230628361321,0.657317958481619,1.19154438444274,1.32649709537444,0.9767449804172371,-0.832970031959888,0.23893286796298102,0.16340150286634197,-0.584980704195827,-0.78963933406533,-0.14450103743069398,-1.44516103856932,-2.1158851117614197,-0.6171319293869449,1.96683731648052,-0.20370431358824698,1.5006917019414499,0.586786086504707,0.271466390269338,0.115262873126789,0.0621654394810816,-0.0160764862302391,-0.23631432909823197,-0.0828019702798573,0.357494184001844,-0.110529973085748,0.0807957182211791,0.11326404795814199,3.892389444462609e-05,0
0.0004224732626510487,0.925996612578014,-0.35809889612641604,1.37672152778927,1.90076881354586,-1.05768986264753,0.30188517422757,-0.46226622588237204,0.250424398574177,1.25395803626695,-0.43637142968513104,-0.6812897098473051,0.9999800282959591,-0.653246385458728,-0.636389371548304,-1.70266661738213,-1.28035507381196,0.9876382757669829,-1.4788056817743898,-0.0436122676070622,-0.12411545542052001,-0.347567012662916,-0.6768074519461881,0.10056822217553599,0.5959887125946429,0.32212207853458696,-0.547495004300199,0.0787861892718886,0.0438190744716924,0.002748026947790602,0
0.0009954164544654846,1.26469866632806,0.16828551844866801,-0.275340023525956,0.220631300601037,0.459215303173808,0.46862382152029997,-0.172793943255958,0.209104024232232,-0.0286231687155711,-0.13427202025790802,0.5346721366666599,0.17922131825826298,-0.37590752989938403,0.00270456167512467,0.8232271799597758,0.806188236996032,-0.42136310577793,0.272558270243345,0.241154938624379,-0.106011948140944,-0.304789291437696,-0.9086074102435991,-0.00943884296796009,-1.3767737139627299,0.266823096470237,0.19196681964471102,-0.0168440122379566,0.00203429150869766,5.021182383356766e-05,0
0.20043752025556738,0.33349949068010803,1.6998734464319798,-2.5965611669605897,3.6439452689904703,-0.585067615145778,-0.6546585316114399,-2.2757885101948796,0.6752289685616442,-2.04241592376479,-2.83487115980611,2.8020051261516405,-4.39273243849001,-1.3696714497375602,-5.32728665168661,0.16315896154,-1.35938947657172,-5.09518287931609,-0.338012656200231,-0.124137989024621,0.32934171405761,0.4692119445350061,-0.144362651206432,-0.317980934036568,-0.7696443095226659,0.807854587509663,0.22816429921723702,0.5510018738967629,0.30547341999223104,0.0007379970386701107,1
0.9001689893050604,1.86822575153021,1.3630770378977901,-1.9949342828827101,4.173515743964311,1.2397509503668602,-0.746186461637677,0.572730531134135,-0.131234840026775,-1.55183852136659,0.22884943058048102,1.7018947081228302,0.144622386270367,0.104087683833243,-2.9541667226513497,-1.3741219259093898,1.88941745516528,1.71451073880902,1.10465991097437,-1.59744021309102,-0.172216497505385,-0.301001481390408,-0.818972281356086,0.20681230687268498,-0.26368303181914704,-0.114958101067535,-0.24067212361196302,-0.0066294488588389,0.0172577348698229,0.00012222102855612594,1
0.48731422751053294,-1.92745281973369,1.82762056700016,-7.01949468454197,5.34830323951426,-2.7391878800473797,-2.1072192963830703,-5.015847975634309,1.20586815982046,-4.3827125085219905,-8.33770697381781,7.19030608944843,-9.424844460491778,-0.22329264642751298,-12.875494222984099,-0.071918160688794,-6.299961397622201,-12.719207160427999,-3.74017615583058,0.8440596102964659,2.17270905626492,1.37693832294098,-0.792016725563067,-0.7714141875300359,-0.37957427153952794,0.7187165220080659,1.11115125599517,1.27770725705846,0.8190811520453609,0.019938764929259715,1
0.16624612250567156,-29.876365513976303,16.4345245512223,-30.5586968214292,6.505861787362959,-21.6656542956569,-4.94035632949796,-20.0813910746494,19.5877726234404,-3.59149104711596,-7.80059820772759,3.9478397172902597,-5.4879114860488,1.36994034924206,-4.82955244300835,-0.134412095441135,-5.12116240451142,-11.118190450917199,-4.65995586983801,0.608930080519071,1.72477883837961,1.81295397464878,-2.23225158753151,-1.41280344282556,0.178731069561437,2.15604185816706,-0.20938462411376998,1.2556489008596599,0.36453045297550896,0.003892000205518163,1
0.0014873373767304043,-0.599318040806814,0.8875248200878829,1.57921401956658,-0.11372789560750698,0.304991227336505,-0.18282889509048897,0.503722002632727,0.241375357066826,-0.7225958593958559,-0.6273638244424079,1.4658969026303499,-0.0147629016461626,-1.2293678076927,0.10250430857176701,0.589320457624781,0.308128255696421,0.135025332664223,0.0912045802917257,-0.0392488006666413,-0.0880905631588682,-0.137630842070961,-0.524585959187624,-0.0577292844851758,-0.0589800641581246,-0.32034219955194604,0.0891800917730935,0.0589785327629627,0.0984484912751826,7.706931100035966e-05,0
0.897344784480763,-0.512348993642627,4.827060419999451,-7.9739392490955305,7.3340585164719005,0.367703644775346,-2.0551290853684,-2.93585569967936,1.43100813095171,-4.5447222437417905,-5.25809597551632,5.71631869503674,-5.8104071259765195,0.723292646283101,-12.289133385089901,0.378773196301938,-2.0207343812117298,-2.03970261739192,0.6581829272576579,0.8325740350126941,0.804101330337598,0.5356197507208921,-0.459495920284509,-0.00936366784259746,-1.1404357941896999,-0.0064452687432379795,0.527970329614587,0.55888099608345,0.12651676196008602,2.997139872236209e-05,1
0.001533635816472985,0.0736314815543283,1.0512073288108599,-0.28122256231292897,0.853748807590715,1.06596573828071,1.2191971895388702,-1.2255969062060301,-2.2622142740284397,-0.584441019330888,-1.41876941306741,0.958529021086631,0.8901471803820821,0.275971998211261,-0.613831959400157,1.83759091150688,-0.600710684007338,1.9188180377972999,-1.5338150490503202,-2.47960368486378,0.420519427715327,-1.15012823957707,0.870673096151891,-0.266732961276871,-1.04873245464556,0.232705373352752,-0.262462874759364,0.187976230644707,0.231428065821567,3.892389444462609e-05,0
